company_id,company_name,tanggal_pembukaan_instansi,rekening_induk,total_trx,total_amount,tx_month,tx_year,fee_bjbs_total_amount,fee_bjbs_total_rek_ia,fee_bjbs_per_tx,fee_institusi_total_amount,fee_institusi_total_rek_ia,fee_institusi_per_tx,fee_3rd_party_total_amount,fee_3rd_party_total_rek_ia,fee_3rd_party_per_tx
397,YAYASAN PENDIDIKAN ISLAM MUMTAZ AL-BATANI,6/24/2022 10:17:48 am,5090201538362,224,110281912,FEBRUARY ,2023,883500,509194260070002360,500,807500,5090201538362,1000,1543500,0080102033620,1000
397,YAYASAN PENDIDIKAN ISLAM MUMTAZ AL-BATANI,6/24/2022 10:17:48 am,5090201538362,224,110281912,FEBRUARY ,2023,883500,509194260070002360,500,874000,509194260070002360,1000,1543500,0080102033620,1000
403,TK AL FAJRI,7/14/2022 3:29:10 pm,0060251552173,41,7185000,FEBRUARY ,2023,690500,006194260070003360,1500,509500,0060251552173,1000,0,N/A,0
404,SD Islam Al Fajri,7/14/2022 3:56:25 pm,0060122552172,100,25407500,FEBRUARY ,2023,1578000,006194260070003360,1500,1187000,0060122552172,1000,0,N/A,0
405,SMP Islam Al fajri,7/14/2022 4:02:33 pm,0060122552171,21,5227500,FEBRUARY ,2023,609500,006194260070003360,1500,478000,0060122552171,1000,0,N/A,0
406,Yayasan Progress Insani,7/22/2022 1:34:21 pm,0040102002440,227,416836030,FEBRUARY ,2023,2548000,004194260070003360,1000,0,N/A,0,0,N/A,0
407,Yayasan Al Bunyan,7/29/2022 9:41:56 am,0040102999997,36,83459500,FEBRUARY ,2023,480000,004194260070003360,2000,0,N/A,0,0,N/A,0
409,MI Sunan Gunung Djati,8/11/2022 2:52:16 pm,7070109627016,11,7270000,FEBRUARY ,2023,107000,707194260070003360,1000,107000,7070102000080,1000,0,N/A,0
410,Pondok Pesantren At-tajdid,8/24/2022 4:54:08 pm,5160206017245,61,50667500,FEBRUARY ,2023,586000,516194260070003360,1000,820500,5160206017245,1500,0,N/A,0
411,SEKOLAH TINGGI AGAMA ISLAM AL-MUHAJIRIN,9/9/2022 9:09:13 am,5020122572526,10,9036000,FEBRUARY ,2023,986500,502194260070001360,2000,0,N/A,0,1223000,0080102033620,2500
412,Yayasan Pendidikan Bina Qurani,9/19/2022 5:21:45 pm,0040101000434,51,111250000,FEBRUARY ,2023,403000,004194260070003360,1000,0,N/A,0,0,N/A,0
414,Yayasan Dakwah Islam Al Fatwa,9/21/2022 2:42:26 pm,5460102000566,120,49325000,FEBRUARY ,2023,368000,546194260070004360,1000,0,N/A,0,0,N/A,0
417,UIN Jakarta,9/26/2022 8:27:53 am,5400102000316,22,91037100,FEBRUARY ,2023,0,N/A,0,0,N/A,0,0,N/A,0
418,SD Hasanah Quranic School,9/28/2022 10:06:50 am,5050121550037,87,49548500,FEBRUARY ,2023,622000,505194260070003360,1500,383000,5050121598728,1000,0,N/A,0
421,Yayasan Pendidikan Bina Qurani Resto,10/9/2022 7:37:57 pm,0040201000435,74,24535000,FEBRUARY ,2023,0,N/A,0,0,N/A,0,960000,0080102033620,2000
430,KOPERASI KARYAWAN RSIJ SUKAPURA,1/10/2023 2:05:06 pm,5270122656629,452,161050000,FEBRUARY ,2023,3506000,527194260070003360,2000,0,N/A,0,3506000,0080102033922,2000
431,PONDOK PESANTREN MODERN AL-MUQODDAS,1/27/2023 10:57:36 pm,7010102665152,263,260359000,FEBRUARY ,2023,1241000,701194260070003360,1000,1241000,7010102665152,1000,0,N/A,0
60,Universitas Nusa Bangsa,2/1/2019 4:58:37 pm,0040102001205,155,327027000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
78,YAYASAN AL KAUTSAR KLAPANUNGGAL CIBUBUR,8/6/2019 7:18:00 am,5370102001003,340,158540000,JANUARY  ,2023,500,537194260070002360,500,500,5370102001003,500,1000,0080102033620,1000
97,SD Islam Khalifah Serang,12/2/2019 2:19:45 am,0050301032556,535,310915000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
104,UIN Sunan Gunung Djati Pasca,1/28/2020 5:05:58 am,7070109000080,1429,5450350000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
108,Yayasan Darul Izzah Depok,2/17/2020 2:37:50 am,5050102002006,103,63428000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
120,TK Plus Al Kautsar Kopo,4/29/2020 8:15:56 am,5320102000345,91,21240000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
126,SMP KHALIFAH Serang,5/6/2020 2:24:53 am,0050206036930,39,28042000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
129,Yayasan Pendidikan Islam Bintang Cipta Madani,5/28/2020 3:16:03 am,5250102001200,423,488079000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
132,STAI Bani Saleh,6/24/2020 1:34:07 am,5340102000171,20,28182500,JANUARY  ,2023,2428000,534194260070001360,2000,0,N/A,0,2927000,0080102033620,2500
135,SD Al Quran Bina Mulya,7/2/2020 7:41:47 am,5490102000515,127,47727500,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
136,SMP Boarding Bina Mulya,7/2/2020 7:42:54 am,5490102000515,18,19740500,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
138,Ponpes Tahfidz Adh Dhuha,7/8/2020 2:21:58 am,5240101001170,59,52962000,JANUARY  ,2023,706500,524194260070002360,500,0,N/A,0,1162500,0080102033620,1000
139,Paud Dhuhaa Islamic School,7/8/2020 2:55:06 am,5240101001155,24,18633500,JANUARY  ,2023,478500,524194260070002360,500,0,N/A,0,605500,0080102033620,1000
140,SD DHUHAA ISLAMIC SCHOOL,7/8/2020 3:21:21 am,5240101001166,50,48180000,JANUARY  ,2023,665500,524194260070002360,500,0,N/A,0,1284500,0080102033620,1000
143,STHG Tasikmalaya S1,7/9/2020 7:17:55 am,0020102002620,168,343680750,JANUARY  ,2023,3903000,002194260070001360,2000,0,N/A,0,4981000,0080102033620,2500
146,STIT Al - Marhalah Al - Ulya,7/13/2020 1:15:23 am,0060102071304,32,107864000,JANUARY  ,2023,3068500,006194260070001360,2000,0,N/A,0,2718500,0080102033620,2500
147,HSSN PIRAMIDA BOGOR,7/15/2020 2:01:42 am,0040102001497,14,29519500,JANUARY  ,2023,416000,004194260070002360,1000,0,N/A,0,416000,0080102033620,1000
148,Pondok Pesantren Darul Ikhlas,7/15/2020 2:08:23 am,5410101001060,7,8961000,JANUARY  ,2023,38000,541194260070002360,500,0,N/A,0,76000,0080102033620,1000
153,STIT Hidayatunnajah,7/17/2020 1:45:31 am,5150102000766,22,27586000,JANUARY  ,2023,1072000,515194260070001360,2000,0,N/A,0,1335500,0080102033620,2500
154,YAPI STEBANK ISLAM,7/17/2020 2:38:17 am,5270102000894,48,73935000,JANUARY  ,2023,1142500,527194260070001360,2000,0,N/A,0,1382000,0080102033620,2500
155,TK Binakheir Cibinong,7/17/2020 6:40:23 am,5260206012574,73,45622500,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
157,PGTK Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:37:31 am,0040102005350,16,10818750,JANUARY  ,2023,484000,004194260070002360,500,0,N/A,0,623000,0080102033620,1000
159,SD Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:50:30 am,0040102005466,115,123780150,JANUARY  ,2023,2117000,004194260070002360,500,0,N/A,0,3569500,0080102033620,1000
160,SMP Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:52:00 am,0040102005338,46,52960050,JANUARY  ,2023,1031000,004194260070002360,500,0,N/A,0,1339000,0080102033620,1000
164,SDIT Al - Fikri,7/27/2020 3:35:16 am,5410206003300,2,1101500,JANUARY  ,2023,5910000,541194260070002360,500,0,N/A,0,6120000,0080102033620,1000
168,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL FALAH CICALENGKA BANDUNG,7/30/2020 9:14:55 am,5170102000541,353,347207100,JANUARY  ,2023,9238500,517194260070001360,2000,0,N/A,0,10764000,0080102033620,2500
171,SEKOLAH TINGGI AGAMA ISLAM (STAI) AL-HIDAYAH BOGOR,8/4/2020 3:24:23 am,0040102001916,22,30717000,JANUARY  ,2023,1183000,004194260070001360,2000,0,N/A,0,1454000,0080102033620,2500
173,MI ANDALAN,8/6/2020 1:27:18 am,7030102000110,312,125375000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
174,Yayasan BANI SALEH Bekasi,8/6/2020 7:52:05 am,5340102000168,69,97660150,JANUARY  ,2023,6206500,534194260070001360,2000,0,N/A,0,7451000,0080102033620,2500
183,STIKES MAHARDIKA,8/18/2020 10:14:46 am,0030101006891,1,2500000,JANUARY  ,2023,688000,003194260070001360,2000,0,N/A,0,743000,0080102033620,2500
184,Yayasan Ath - Thayyibah,8/19/2020 3:21:22 am,5410102000476,322,230750000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
186,TKIT Bunga Bangsa,8/19/2020 4:26:03 am,0060102071665,38,26145000,JANUARY  ,2023,500,006194260070002360,500,0,N/A,0,1000,0080102033620,1000
196,YPPU NURUL FIKRI DEPOK,8/26/2020 9:24:46 am,5050102002170,1533,3228654401,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
206,Sekolah Tinggi Ilmu Syariah NU,9/17/2020 6:59:17 am,5030102000960,92,55442500,JANUARY  ,2023,3239000,503194260070001360,2000,0,N/A,0,3934000,0080102033620,2500
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,56,62825000,JANUARY  ,2023,2414000,701194260070002360,500,0,N/A,0,2526000,0080102033620,1000
210,SMK FARMASI YPIB,9/29/2020 4:11:50 am,7010101004060,56,62825000,JANUARY  ,2023,2414000,701194260070002360,500,0,N/A,0,4678000,7010101004060,1500
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,79,55496500,JANUARY  ,2023,1018000,519194260070002360,500,0,N/A,0,1329500,0080102033620,1000
228,YAYASAN GEMA BUDI ASSHOFARI (GISPI),10/5/2020 2:02:11 am,5190102001884,79,55496500,JANUARY  ,2023,1018000,519194260070002360,500,0,N/A,0,1537500,5190102001884,1000
233,STHG Tasikmalaya S2,10/21/2020 2:59:56 am,0020102111169,12,40554000,JANUARY  ,2023,174000,002194260070001360,2000,0,N/A,0,190500,0080102033620,2500
236,YAYASAN PENDIDIKAN CIKAL CENDEKIA UNGGUL,11/3/2020 3:15:36 am,5240101000688,387,292251000,JANUARY  ,2023,2542500,524194260070002360,500,0,N/A,0,5050500,0080102033620,1000
240,SD Smart Auladi,11/4/2020 4:14:30 am,0030102002101,284,480187375,JANUARY  ,2023,0,N/A,0,0,N/A,0,1000,0080102033620,500
247,Universitas Cipasung Tasikmalaya,11/18/2020 4:06:20 am,5160102003333,21,37424000,JANUARY  ,2023,1617500,516194260070001360,4500,0,N/A,0,4151500,0080102033620,2500
252,INSTITUT AGAMA ISLAM SAHID BOGOR (INAIS),12/1/2020 10:00:01 am,5360102000282,216,242908946,JANUARY  ,2023,6697500,536194260070001360,1000,0,N/A,0,8391000,0080102033620,2500
254,STAI Darul Falah,12/7/2020 1:28:18 pm,5490102001020,60,51887000,JANUARY  ,2023,1946000,549194260070001360,2000,0,N/A,0,2432500,0080102033620,2500
257,SMK Global Mulia,12/15/2020 9:04:07 am,5300101000769,530,362686950,JANUARY  ,2023,5356500,530194260070002360,500,5316500,5300101000769,500,10593000,0080102033620,1000
258,SD Islam Insan Taqwa,12/15/2020 9:45:01 am,5410201016150,196,122055900,JANUARY  ,2023,500,541194260070002360,500,0,N/A,0,1000,0080102033620,1000
259,STEBI Global Mulia,12/15/2020 2:33:30 pm,5300101000771,292,168817501,JANUARY  ,2023,9791500,530194260070001360,2000,0,N/A,0,11385500,0080102033620,2500
261,UNIVERSITAS INSAN CENDIKIA MANDIRI (uicm) Bandung,12/22/2020 8:35:23 am,7070102000054,103,136883000,JANUARY  ,2023,4148000,707194260070001360,2000,0,N/A,0,4789000,0080102033620,2500
263,Yayasan Khalifa Insan Madani Sejahtera Satu,1/12/2021 11:13:55 am,5240102001001,258,734752892,JANUARY  ,2023,500,524194260070002360,500,0,N/A,0,1000,0080102033620,1000
265,Yayasan Al - Muhajirin,1/25/2021 9:26:32 am,5410102000166,333,468596500,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
268,UIN Sunan Gunung Djati S1,2/1/2021 3:01:02 pm,7070109000032,9946,30645804525,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
269,YPI AR ROHMAN CIBINONG BOGOR,2/2/2021 9:32:12 am,0040102002143,870,1672908000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
273,SIT Fitrah Hanniah,2/4/2021 10:56:45 am,5300102000196,927,1005076888,JANUARY  ,2023,4800,530194260070002360,200,0,N/A,0,24000,0080102033620,1000
276,DIP SD Khalifah Serang,2/17/2021 1:24:54 pm,0050206036926,123,618000000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
277,STIT INSAN KAMIL BOGOR,2/22/2021 2:19:51 pm,0040102002234,13,14792600,JANUARY  ,2023,437500,004194260070001360,2000,0,N/A,0,539000,0080102033620,2500
281,SMK INFOKOM BOGOR,3/15/2021 10:40:38 am,5260201006281,265,135851001,JANUARY  ,2023,5640500,526194260070002360,500,8750500,5260201006281,1000,7829000,0080102033620,1000
287,Yayasan Daarul Quran Indonesia 4,3/17/2021 5:36:21 pm,0070102100040,3,3722000,JANUARY  ,2023,225000,007194260070003360,2000,0,N/A,0,0,N/A,0
290,YAYASAN IPWIJA,4/7/2021 10:29:09 am,5360102000363,1084,1143109500,JANUARY  ,2023,21290000,536194260070004360,1000,0,N/A,0,0,N/A,0
291,NURUL FIKRI BINA GENERASI (NFBG),4/8/2021 9:29:06 am,5050102002092,475,2363925000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
293,CV. HAITEK,4/27/2021 9:26:32 am,0080102033620,3,22332000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
294,PT. CITRA NUSANTARA GEMILANG,4/29/2021 11:28:27 am,0040102002349,47,1983830913,JANUARY  ,2023,2158000,004194260070004360,2000,0,N/A,0,0,N/A,0
297,SDIT Bina Lestari,5/11/2021 11:27:42 am,5140102000401,142,164743000,JANUARY  ,2023,715500,514194260070002360,500,0,N/A,0,1407000,0080102033620,1000
299,SDIT AL BARKAH DEPOK,5/21/2021 9:30:10 am,5050102000605,43,33075000,JANUARY  ,2023,372500,505194260070002360,500,0,N/A,0,635500,0080102033620,1000
300,Yayasan Amal Mulia Depok,5/21/2021 10:33:44 am,5050102000851,473,459530933,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
303,DUKhalifah2021,6/10/2021 8:46:16 am,0050206036941,15,27052000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
313,Yayasan Insan Madani Sejahtera,6/22/2021 2:54:45 pm,5240102000900,176,332675000,JANUARY  ,2023,500,524194260070002360,500,0,N/A,0,1000,0080102033620,1000
315,AKADEMI KEPERAWATAN SAIFUDDIN ZUHRI,6/25/2021 5:12:35 pm,7020102000511,76,273189000,JANUARY  ,2023,2380000,702194260070001360,2000,1652000,7020102000511,1500,2514000,0080102033620,2500
320,YAYASAN PESANTREN QURAN EL TAHFIDH,7/29/2021 10:19:52 am,5370102000804,164,291766001,JANUARY  ,2023,1631000,537194260070003360,1000,0,N/A,0,0,N/A,0
322,SD Islam Ar Riyadh Insan Cendekia,8/5/2021 3:05:33 pm,5340101000171,153,138799000,JANUARY  ,2023,0,N/A,0,2595000,5340101000171,1500,0,N/A,0
323,SDI Terpadu Darul Hikam,8/5/2021 3:17:02 pm,5230206006981,177,112862005,JANUARY  ,2023,0,N/A,0,5167500,5230206006981,1500,0,N/A,0
325,UIN SGD PPG,8/16/2021 11:31:14 am,5170102000642,1272,3830400000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
327,YAYASAN CAHAYA INSAN MULIA DEPOK,8/24/2021 3:03:57 pm,5050102002584,219,184010000,JANUARY  ,2023,4431000,505194260070003360,1500,0,N/A,0,0,N/A,0
328,SDIT Bina Citra,9/8/2021 8:58:37 am,5140102000191,254,124844000,JANUARY  ,2023,5221500,514194260070003360,1500,0,N/A,0,0,N/A,0
329,STISNU NUSANTARA TANGERANG,9/20/2021 10:02:11 am,5040102001200,112,65771150,JANUARY  ,2023,1651000,515194260070001360,2000,110000,N/A,2000,2034500,0080102033620,2500
329,STISNU NUSANTARA TANGERANG,9/20/2021 10:02:11 am,5040102001200,112,65771150,JANUARY  ,2023,1651000,515194260070001360,2000,1526000,5040102001200,2000,2034500,0080102033620,2500
330,YAYASAN AL HIKMAH AL ALIYAH DEPOK,9/23/2021 9:45:09 am,5050102001543,95,40218000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
334,QURBAN VTI 2022,10/7/2021 11:30:11 am,0050206040592,2,5300000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
338,PONDOK PESANTREN AL AMIN,10/29/2021 7:56:43 am,5160206558113,254,296630500,JANUARY  ,2023,5986500,516194260070003360,1500,5986500,5160206558113,1500,0,N/A,0
341,YAYASAN TUHFATUL ATHFAL,11/1/2021 12:02:15 pm,5200206889883,149,88729500,JANUARY  ,2023,2374500,520194260070003360,1000,1236000,5200206889883,500,0,N/A,0
346,STID AL BIRUNI CIREBON,12/1/2021 1:42:20 pm,5440102000616,95,32887001,JANUARY  ,2023,2441000,544194260070001360,2000,0,N/A,0,3049000,0080102033620,2500
358,YAYASAN ASSYAAFI'IYYAH (YASFI),12/23/2021 8:58:24 am,5200206889765,67,58309000,JANUARY  ,2023,1535000,514194260070003360,1000,2818000,5200206889765,2000,0,N/A,0
363,SEKOLAH TINGGI AGAMA ISLAM AL ITTIHAD,1/26/2022 5:54:47 pm,5030102000997,76,99065000,JANUARY  ,2023,706500,503194260070001360,2000,180500,5030102000997,500,883000,0080102033620,2500
365,PT. Wahana Transformasi Digital Indonesia,1/28/2022 10:38:15 am,0040102002491,3,1518000,JANUARY  ,2023,48000,004194260070004360,2000,0,N/A,0,0,N/A,0
371,SDIT NURUL EL-BANTANY,3/22/2022 2:26:13 pm,0050206013200,3,1100000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
374,YAYASAN BINA INSANI,3/28/2022 9:49:44 am,5090102000900,4,3510000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
378,YAYASAN QOBASAT ANNUR,3/29/2022 1:27:28 pm,5140101000061,209,212344900,JANUARY  ,2023,3819500,514194260070003360,1500,2550500,5140101000061,1000,0,N/A,0
380,Al Barkah Addasukiah,3/31/2022 12:00:12 pm,5050102000605,84,57320000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
381,SDIT BINA LESTARI,4/4/2022 8:54:28 am,5140102000401,436,137451000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
382,SMPIT Bina Citra,4/4/2022 11:35:43 am,5140102000191,26,11620000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
384,SDIT CITRA INSANI,4/6/2022 3:18:42 pm,5140102000191,182,87555000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
385,Masjid Baiturrahim,4/6/2022 4:57:43 pm,5250206016613,3,2200000,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
386,YAYASAN SEKOLAH WIRAUSAHA INDONESIA (YSWI),4/22/2022 1:01:24 pm,5140102509113,13,7783000,JANUARY  ,2023,77000,514194260070002360,500,0,N/A,0,152500,0080102033620,1000
388,Yayasan Cinta Keluarga,6/6/2022 11:54:03 am,0070102100062,152,2872525750,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
395,TKN Citra Insani,6/21/2022 8:04:13 pm,5140102535268,24,8575000,JANUARY  ,2023,373500,514194260070003360,1500,0,N/A,0,0,N/A,0
396,SDIT MIFTAHUL JANNAH,6/21/2022 8:08:44 pm,5230101541641,27,12346000,JANUARY  ,2023,421500,523194260070003360,1500,0,N/A,0,0,N/A,0
397,YAYASAN PENDIDIKAN ISLAM MUMTAZ AL-BATANI,6/24/2022 10:17:48 am,5090201538362,168,67568168,JANUARY  ,2023,883500,509194260070002360,500,807500,5090201538362,1000,1543500,0080102033620,1000
397,YAYASAN PENDIDIKAN ISLAM MUMTAZ AL-BATANI,6/24/2022 10:17:48 am,5090201538362,168,67568168,JANUARY  ,2023,883500,509194260070002360,500,874000,509194260070002360,1000,1543500,0080102033620,1000
403,TK AL FAJRI,7/14/2022 3:29:10 pm,0060251552173,44,7010000,JANUARY  ,2023,690500,006194260070003360,1500,509500,0060251552173,1000,0,N/A,0
404,SD Islam Al Fajri,7/14/2022 3:56:25 pm,0060122552172,88,20760000,JANUARY  ,2023,1578000,006194260070003360,1500,1187000,0060122552172,1000,0,N/A,0
405,SMP Islam Al fajri,7/14/2022 4:02:33 pm,0060122552171,13,4787500,JANUARY  ,2023,609500,006194260070003360,1500,478000,0060122552171,1000,0,N/A,0
406,Yayasan Progress Insani,7/22/2022 1:34:21 pm,0040102002440,237,323954501,JANUARY  ,2023,2548000,004194260070003360,1000,0,N/A,0,0,N/A,0
407,Yayasan Al Bunyan,7/29/2022 9:41:56 am,0040102999997,34,67815500,JANUARY  ,2023,480000,004194260070003360,2000,0,N/A,0,0,N/A,0
409,MI Sunan Gunung Djati,8/11/2022 2:52:16 pm,7070109627016,8,4412500,JANUARY  ,2023,107000,707194260070003360,1000,107000,7070102000080,1000,0,N/A,0
410,Pondok Pesantren At-tajdid,8/24/2022 4:54:08 pm,5160206017245,42,32362000,JANUARY  ,2023,586000,516194260070003360,1000,820500,5160206017245,1500,0,N/A,0
411,SEKOLAH TINGGI AGAMA ISLAM AL-MUHAJIRIN,9/9/2022 9:09:13 am,5020122572526,147,63183000,JANUARY  ,2023,986500,502194260070001360,2000,0,N/A,0,1223000,0080102033620,2500
412,Yayasan Pendidikan Bina Qurani,9/19/2022 5:21:45 pm,0040101000434,68,196800000,JANUARY  ,2023,403000,004194260070003360,1000,0,N/A,0,0,N/A,0
417,UIN Jakarta,9/26/2022 8:27:53 am,5400102000316,13,48247200,JANUARY  ,2023,0,N/A,0,0,N/A,0,0,N/A,0
418,SD Hasanah Quranic School,9/28/2022 10:06:50 am,5050121550037,75,40502050,JANUARY  ,2023,622000,505194260070003360,1500,383000,5050121598728,1000,0,N/A,0
421,Yayasan Pendidikan Bina Qurani Resto,10/9/2022 7:37:57 pm,0040201000435,86,35352500,JANUARY  ,2023,0,N/A,0,0,N/A,0,960000,0080102033620,2000
430,KOPERASI KARYAWAN RSIJ SUKAPURA,1/10/2023 2:05:06 pm,5270122656629,3,24500,JANUARY  ,2023,3506000,527194260070003360,2000,0,N/A,0,3506000,0080102033922,2000
431,PONDOK PESANTREN MODERN AL-MUQODDAS,1/27/2023 10:57:36 pm,7010102665152,1,10000,JANUARY  ,2023,1241000,701194260070003360,1000,1241000,7010102665152,1000,0,N/A,0
19,TEST OPERATIONAL ONLY,12/19/2018 4:30:02 pm,0080210002622,2,21000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
60,Universitas Nusa Bangsa,2/1/2019 4:58:37 pm,0040102001205,62,120695000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
78,YAYASAN AL KAUTSAR KLAPANUNGGAL CIBUBUR,8/6/2019 7:18:00 am,5370102001003,355,187605007,DECEMBER ,2022,500,537194260070002360,500,500,5370102001003,500,1000,0080102033620,1000
97,SD Islam Khalifah Serang,12/2/2019 2:19:45 am,0050301032556,599,364219000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
104,UIN Sunan Gunung Djati Pasca,1/28/2020 5:05:58 am,7070109000080,109,697200000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
108,Yayasan Darul Izzah Depok,2/17/2020 2:37:50 am,5050102002006,76,52904000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
120,TK Plus Al Kautsar Kopo,4/29/2020 8:15:56 am,5320102000345,99,25206500,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
126,SMP KHALIFAH Serang,5/6/2020 2:24:53 am,0050206036930,40,37162000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
129,Yayasan Pendidikan Islam Bintang Cipta Madani,5/28/2020 3:16:03 am,5250102001200,494,823394600,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
132,STAI Bani Saleh,6/24/2020 1:34:07 am,5340102000171,109,154970550,DECEMBER ,2022,2428000,534194260070001360,2000,0,N/A,0,2927000,0080102033620,2500
135,SD Al Quran Bina Mulya,7/2/2020 7:41:47 am,5490102000515,115,41757500,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
136,SMP Boarding Bina Mulya,7/2/2020 7:42:54 am,5490102000515,21,19350500,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
138,Ponpes Tahfidz Adh Dhuha,7/8/2020 2:21:58 am,5240101001170,73,87294500,DECEMBER ,2022,706500,524194260070002360,500,0,N/A,0,1162500,0080102033620,1000
139,Paud Dhuhaa Islamic School,7/8/2020 2:55:06 am,5240101001155,16,11766000,DECEMBER ,2022,478500,524194260070002360,500,0,N/A,0,605500,0080102033620,1000
140,SD DHUHAA ISLAMIC SCHOOL,7/8/2020 3:21:21 am,5240101001166,16,18012000,DECEMBER ,2022,665500,524194260070002360,500,0,N/A,0,1284500,0080102033620,1000
143,STHG Tasikmalaya S1,7/9/2020 7:17:55 am,0020102002620,40,96018750,DECEMBER ,2022,3903000,002194260070001360,2000,0,N/A,0,4981000,0080102033620,2500
146,STIT Al - Marhalah Al - Ulya,7/13/2020 1:15:23 am,0060102071304,159,682933000,DECEMBER ,2022,3068500,006194260070001360,2000,0,N/A,0,2718500,0080102033620,2500
147,HSSN PIRAMIDA BOGOR,7/15/2020 2:01:42 am,0040102001497,11,18617000,DECEMBER ,2022,416000,004194260070002360,1000,0,N/A,0,416000,0080102033620,1000
148,Pondok Pesantren Darul Ikhlas,7/15/2020 2:08:23 am,5410101001060,7,14976500,DECEMBER ,2022,38000,541194260070002360,500,0,N/A,0,76000,0080102033620,1000
153,STIT Hidayatunnajah,7/17/2020 1:45:31 am,5150102000766,5,4922500,DECEMBER ,2022,1072000,515194260070001360,2000,0,N/A,0,1335500,0080102033620,2500
154,YAPI STEBANK ISLAM,7/17/2020 2:38:17 am,5270102000894,13,16267000,DECEMBER ,2022,1142500,527194260070001360,2000,0,N/A,0,1382000,0080102033620,2500
155,TK Binakheir Cibinong,7/17/2020 6:40:23 am,5260206012574,66,42595000,DECEMBER ,2022,0,N/A,0,0,N/A,0,0,N/A,0
157,PGTK Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:37:31 am,0040102005350,22,17735300,DECEMBER ,2022,484000,004194260070002360,500,0,N/A,0,623000,0080102033620,1000
159,SD Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:50:30 am,0040102005466,150,189145110,DECEMBER ,2022,2117000,004194260070002360,500,0,N/A,0,3569500,0080102033620,1000
160,SMP Yayasan Demi Masa Kehalutuju (YDMKT) Bogor,7/20/2020 1:52:00 am,0040102005338,64,108506450,DECEMBER ,2022,1031000,004194260070002360,500,0,N/A,0,1339000,0080102033620,1000
